Número de candidatos votados - prefeito
Sigla;Código;Município;2004;2008;2012;2016;2020;
PR;4107405;Enéas Marques;1;2;2;3;2;
PR;4107504;Engenheiro Beltrão;3;2;;3;3;
PR;4107520;Esperança Nova;2;2;3;2;2;
PR;4107538;Entre Rios do Oeste;2;2;3;2;3;
PR;4107546;Espigão Alto do Iguaçu;2;2;2;3;4;
PR;4107553;Farol;2;2;2;;3;
PR;4107603;Faxinal;5;3;2;3;2;
PR;4107652;Fazenda Rio Grande;3;5;2;4;8;
PR;4107702;Fênix;4;2;2;3;2;
PR;4107736;Fernandes Pinheiro;3;2;3;2;2;
PR;4107751;Figueira;3;2;4;2;4;
PR;4107801;Floraí;3;2;2;2;2;
PR;4107850;Flor da Serra do Sul;2;2;2;2;2;
PR;4107900;Floresta;2;2;3;2;2;
PR;4108007;Florestópolis;3;2;2;2;2;
PR;4108106;Flórida;2;2;2;2;2;
PR;4108205;Formosa do Oeste;3;2;2;2;3;
PR;4108304;Foz do Iguaçu;3;6;4;;9;
PR;4108320;Francisco Alves;2;2;2;3;1;
PR;4108403;Francisco Beltrão;3;3;2;3;3;
PR;4108452;Foz do Jordão;2;3;4;3;4;
PR;4108502;General Carneiro;2;2;3;2;4;
PR;4108551;Godoy Moreira;3;2;1;;3;
PR;4108601;Goioerê;5;8;2;2;3;
PR;4108650;Goioxim;1;2;3;2;3;
PR;4108700;Grandes Rios;2;2;4;3;2;
PR;4108809;Guaíra;3;3;2;3;4;
PR;4108908;Guairaçá;3;2;2;2;4;
PR;4108957;Guamiranga;2;2;3;3;3;
PR;4109005;Guapirama;2;3;2;3;2;
PR;4109104;Guaporema;2;2;1;2;2;
PR;4109203;Guaraci;2;1;2;2;2;
PR;4109302;Guaraniaçu;2;2;3;4;3;
PR;4109401;Guarapuava;5;5;5;4;6;
PR;4109500;Guaraqueçaba;3;4;2;;6;
PR;4109609;Guaratuba;4;5;;;3;
PR;4109658;Honório Serpa;2;3;3;2;3;
PR;4109708;Ibaiti;2;3;4;3;3;
PR;4109757;Ibema;3;2;3;4;3;
PR;4109807;Ibiporã;3;2;3;2;3;
PR;4109906;Icaraíma;2;3;1;3;2;
PR;4110003;Iguaraçu;2;2;2;;4;
PR;4110052;Iguatu;2;2;3;2;2;
PR;4110078;Imbaú;3;1;2;3;4;
PR;4110102;Imbituva;4;1;3;;4;
PR;4110201;Inácio Martins;4;3;5;2;2;
PR;4110300;Inajá;2;1;2;2;2;
PR;4110409;Indianópolis;2;2;1;2;1;
PR;4110508;Ipiranga;3;1;4;2;3;
PR;4110607;Iporã;2;2;2;2;4;
PR;4110656;Iracema do Oeste;2;2;2;2;2;
PR;4110706;Irati;4;2;3;6;8;
PR;4110805;Iretama;4;2;2;4;3;
PR;4110904;Itaguajé;2;2;2;1;3;
PR;4110953;Itaipulândia;2;2;2;;6;
PR;4111001;Itambaracá;3;2;4;3;3;
PR;4111100;Itambé;2;3;3;2;2;
PR;4111209;Itapejara d'Oeste;2;2;2;2;4;
PR;4111258;Itaperuçu;4;2;4;3;4;
PR;4111308;Itaúna do Sul;2;1;4;3;4;
PR;4111407;Ivaí;4;2;2;3;2;
PR;4111506;Ivaiporã;3;4;3;3;4;
PR;4111555;Ivaté;2;2;3;2;3;
PR;4111605;Ivatuba;2;3;2;4;3;
PR;4111704;Jaboti;2;2;2;2;2;
PR;4111803;Jacarezinho;5;3;3;6;5;
PR;4111902;Jaguapitã;3;2;2;2;3;
PR;4112009;Jaguariaíva;5;3;2;;3;
PR;4112108;Jandaia do Sul;4;4;3;3;7;
PR;4112207;Janiópolis;2;1;2;1;2;
PR;4112306;Japira;2;2;2;;7;
PR;4112405;Japurá;1;2;2;2;2;
PR;4112504;Jardim Alegre;2;2;2;;3;
PR;4112603;Jardim Olinda;2;1;1;2;4;
PR;4112702;Jataizinho;4;2;3;2;5;
PR;4112751;Jesuítas;1;2;2;2;2;
PR;4112801;Joaquim Távora;2;2;;2;2;
PR;4112900;Jundiaí do Sul;2;2;4;2;1;
PR;4112959;Juranda;2;2;2;2;1;
PR;4113007;Jussara;2;3;2;2;3;
PR;4113106;Kaloré;2;2;2;2;3;
PR;4113205;Lapa;2;3;4;4;3;
PR;4113254;Laranjal;2;3;3;2;3;
PR;4113304;Laranjeiras do Sul;2;2;3;3;5;
PR;4113403;Leópolis;3;2;3;2;2;
PR;4113429;Lidianópolis;2;2;2;2;2;
PR;4113452;Lindoeste;3;3;2;2;3;
PR;4113502;Loanda;3;1;4;4;3;
PR;4113601;Lobato;2;2;2;2;3;
PR;4113700;Londrina;8;9;7;;8;
PR;4113734;Luiziana;3;2;3;2;3;
PR;4113759;Lunardelli;3;2;3;3;2;
PR;4113809;Lupionópolis;3;2;2;2;3;
PR;4113908;Mallet;3;5;3;6;6;
PR;4114005;Mamborê;2;4;2;3;3;
PR;4114104;Mandaguaçu;2;2;4;3;4;
PR;4114203;Mandaguari;4;3;2;2;3;
PR;4114302;Mandirituba;3;2;4;4;2;
PR;4114351;Manfrinópolis;2;2;;3;2;
PR;4114401;Mangueirinha;3;4;3;;3;
PR;4114500;Manoel Ribas;2;2;4;3;2;
PR;4114609;Marechal Cândido Rondon;;3;6;6;4;
PR;4114708;Maria Helena;3;3;3;2;2;
PR;4114807;Marialva;3;2;2;;2;
PR;4114906;Marilândia do Sul;4;3;2;3;5;
PR;4115002;Marilena;3;2;3;2;3;
PR;4115101;Mariluz;2;4;2;2;2;
PR;4115200;Maringá;8;7;;8;13;
PR;4115309;Mariópolis;2;2;3;2;3;
PR;4115358;Maripá;2;3;2;2;2;
PR;4115408;Marmeleiro;3;3;1;2;2;
PR;4115457;Marquinho;3;2;2;2;1;
PR;4115507;Marumbi;3;2;3;2;2;
PR;4115606;Matelândia;2;1;2;2;5;
PR;4115705;Matinhos;4;4;3;6;6;
PR;4115739;Mato Rico;2;2;3;2;2;
PR;4115754;Mauá da Serra;2;2;4;;5;
PR;4115804;Medianeira;3;2;3;3;4;
PR;4115853;Mercedes;2;2;2;2;3;
PR;4115903;Mirador;4;2;2;2;2;
PR;4116000;Miraselva;2;1;1;1;2;
PR;4116059;Missal;3;2;;3;2;
PR;4116109;Moreira Sales;2;3;3;;1;
PR;4116208;Morretes;2;4;4;3;4;
PR;4116307;Munhoz de Melo;2;2;2;2;2;
PR;4116406;Nossa Senhora das Graças;3;2;;3;2;
PR;4116505;Nova Aliança do Ivaí;1;2;1;3;2;
PR;4116604;Nova América da Colina;4;2;2;3;2;
PR;4116703;Nova Aurora;3;2;2;4;3;
PR;4116802;Nova Cantu;4;2;2;3;2;
PR;4116901;Nova Esperança;3;3;6;;2;
PR;4116950;Nova Esperança do Sudoeste;2;1;3;2;2;
PR;4117008;Nova Fátima;3;3;2;;1;
PR;4117057;Nova Laranjeiras;2;2;2;3;3;
PR;4117107;Nova Londrina;3;3;;2;4;
PR;4117206;Nova Olímpia;1;2;3;2;2;
PR;4117214;Nova Santa Bárbara;2;2;2;2;3;
PR;4117222;Nova Santa Rosa;2;2;2;2;2;
PR;4117255;Nova Prata do Iguaçu;2;2;3;2;2;
PR;4117271;Nova Tebas;3;3;2;2;3;
PR;4117297;Novo Itacolomi;2;2;2;3;2;
PR;4117305;Ortigueira;3;3;3;3;3;
PR;4117404;Ourizona;2;2;3;2;3;
PR;4117453;Ouro Verde do Oeste;2;2;2;2;3;
PR;4117503;Paiçandu;3;3;5;4;7;
PR;4117602;Palmas;4;2;3;3;6;
PR;4117701;Palmeira;3;3;3;2;5;
PR;4117800;Palmital;2;2;2;2;4;
PR;4117909;Palotina;2;2;2;3;3;
PR;4118006;Paraíso do Norte;2;1;1;4;2;
PR;4118105;Paranacity;2;1;2;3;4;
PR;4118204;Paranaguá;4;5;6;;8;
PR;4118303;Paranapoema;3;2;3;2;2;
PR;4118402;Paranavaí;4;4;3;5;5;
PR;4118451;Pato Bragado;2;2;2;3;2;
PR;4118501;Pato Branco;3;3;2;2;4;
PR;4118600;Paula Freitas;3;1;;2;2;
PR;4118709;Paulo Frontin;3;2;3;3;3;
PR;4118808;Peabiru;3;3;2;4;5;
PR;4118857;Perobal;2;2;2;2;3;
PR;4118907;Pérola;3;3;4;2;2;
PR;4119004;Pérola d'Oeste;2;5;2;2;2;
PR;4119103;Piên;2;4;3;2;2;
PR;4119152;Pinhais;4;3;3;3;6;
PR;4119202;Pinhalão;2;2;3;3;3;
PR;4119251;Pinhal de São Bento;2;1;1;3;2;
PR;4119301;Pinhão;5;3;5;4;6;
PR;4119400;Piraí do Sul;3;4;4;;7;
PR;4119509;Piraquara;3;3;4;4;8;
PR;4119608;Pitanga;3;3;3;4;3;
PR;4119657;Pitangueiras;1;2;3;2;2;
PR;4119707;Planaltina do Paraná;2;4;3;2;2;
PR;4119806;Planalto;2;2;2;2;2;
PR;4119905;Ponta Grossa;6;6;5;5;5;
PR;4119954;Pontal do Paraná;5;5;3;;6;
PR;4120002;Porecatu;5;5;3;3;3;
PR;4120101;Porto Amazonas;2;2;3;2;3;
PR;4120150;Porto Barreiro;2;3;3;2;2;
PR;4120200;Porto Rico;2;3;3;2;2;
PR;4120309;Porto Vitória;3;2;3;2;4;
PR;4120333;Prado Ferreira;2;1;3;3;4;
PR;4120358;Pranchita;2;2;2;2;1;
PR;4120408;Presidente Castelo Branco;2;2;1;3;2;
PR;4120507;Primeiro de Maio;3;2;2;;3;
PR;4120606;Prudentópolis;5;3;3;6;4;
PR;4120655;Quarto Centenário;2;2;3;2;4;
PR;4120705;Quatiguá;2;2;2;;2;
PR;4120804;Quatro Barras;3;5;3;4;5;
PR;4120853;Quatro Pontes;1;2;2;2;2;
PR;4120903;Quedas do Iguaçu;3;3;3;;6;
PR;4121000;Querência do Norte;3;2;4;3;2;
PR;4121109;Quinta do Sol;2;2;2;2;2;
PR;4121208;Quitandinha;4;2;3;3;4;
PR;4121257;Ramilândia;2;1;3;2;3;
PR;4121307;Rancho Alegre;3;2;2;2;1;
PR;4121356;Rancho Alegre D'Oeste;3;2;1;2;2;
PR;4121406;Realeza;2;2;;4;4;
PR;4121505;Rebouças;3;3;3;2;3;
PR;4121604;Renascença;2;2;3;2;3;
PR;4121703;Reserva;3;2;2;3;6;
PR;4121752;Reserva do Iguaçu;2;3;2;2;4;
PR;4121802;Ribeirão Claro;3;2;2;3;2;
PR;4121901;Ribeirão do Pinhal;4;3;5;4;4;
PR;4122008;Rio Azul;2;2;3;5;2;
PR;4122107;Rio Bom;2;3;2;2;4;
PR;4122156;Rio Bonito do Iguaçu;2;3;3;2;4;
PR;4122172;Rio Branco do Ivaí;2;2;2;3;2;
PR;4122206;Rio Branco do Sul;4;2;3;3;3;
PR;4122305;Rio Negro;3;3;2;2;3;
PR;4122404;Rolândia;4;5;6;2;4;
PR;4122503;Roncador;2;2;4;3;3;
PR;4122602;Rondon;2;2;2;2;4;
PR;4122651;Rosário do Ivaí;2;2;2;2;5;
PR;4122701;Sabáudia;2;1;3;2;2;
PR;4122800;Salgado Filho;2;2;2;2;1;
PR;4122909;Salto do Itararé;2;2;2;3;3;
PR;4123006;Salto do Lontra;1;1;3;2;2;
PR;4123105;Santa Amélia;3;1;2;3;3;
PR;4123204;Santa Cecília do Pavão;2;2;3;2;3;
PR;4123303;Santa Cruz de Monte Castelo;2;3;2;;1;
PR;4123402;Santa Fé;2;3;2;;3;
PR;4123501;Santa Helena;3;2;;2;4;
PR;4123600;Santa Inês;2;2;;2;2;
PR;4123709;Santa Isabel do Ivaí;2;2;3;2;3;
PR;4123808;Santa Izabel do Oeste;1;1;3;1;2;
PR;4123824;Santa Lúcia;2;2;2;2;2;
PR;4123857;Santa Maria do Oeste;3;3;2;2;6;
PR;4123907;Santa Mariana;2;2;2;1;2;
PR;4123956;Santa Mônica;2;2;3;;4;
PR;4124004;Santana do Itararé;2;3;2;2;1;
PR;4124020;Santa Tereza do Oeste;2;2;2;4;2;
PR;4124053;Santa Terezinha de Itaipu;3;5;3;2;2;
PR;4124103;Santo Antônio da Platina;4;4;6;;5;
PR;4124202;Santo Antônio do Caiuá;2;2;2;2;2;
PR;4124301;Santo Antônio do Paraíso;4;3;3;2;4;
PR;4124400;Santo Antônio do Sudoeste;2;2;2;2;3;
PR;4124509;Santo Inácio;3;2;3;2;2;
PR;4124608;São Carlos do Ivaí;2;2;4;2;2;
PR;4124707;São Jerônimo da Serra;3;2;2;4;3;
PR;4124806;São João;2;2;2;2;4;
PR;4124905;São João do Caiuá;5;2;2;3;2;
PR;4125001;São João do Ivaí;3;2;3;2;2;
PR;4125100;São João do Triunfo;2;3;3;3;3;
PR;4125209;São Jorge d'Oeste;2;2;2;4;3;
PR;4125308;São Jorge do Ivaí;2;2;3;1;2;
PR;4125357;São Jorge do Patrocínio;1;2;2;2;2;
PR;4125407;São José da Boa Vista;2;3;2;1;2;
PR;4125456;São José das Palmeiras;3;2;1;2;1;
PR;4125506;São José dos Pinhais;4;5;6;3;8;
PR;4125555;São Manoel do Paraná;2;2;2;2;2;
PR;4125605;São Mateus do Sul;3;2;2;4;7;
PR;4125704;São Miguel do Iguaçu;4;2;3;3;8;
PR;4125753;São Pedro do Iguaçu;2;2;4;2;3;
PR;4125803;São Pedro do Ivaí;3;5;3;2;2;
PR;4125902;São Pedro do Paraná;2;2;1;2;2;
PR;4126009;São Sebastião da Amoreira;3;1;2;3;5;
PR;4126108;São Tomé;3;3;2;2;2;
PR;4126207;Sapopema;2;3;2;2;3;
PR;4126256;Sarandi;6;4;3;8;3;
PR;4126272;Saudade do Iguaçu;2;2;3;2;2;
PR;4126306;Sengés;3;2;3;3;2;
PR;4126355;Serranópolis do Iguaçu;3;2;2;3;2;
PR;4126405;Sertaneja;3;2;2;2;2;
PR;4126504;Sertanópolis;2;2;4;;3;
PR;4126603;Siqueira Campos;2;2;3;2;5;
PR;4126652;Sulina;2;3;4;2;2;
PR;4126678;Tamarana;3;2;2;3;2;
PR;4126702;Tamboara;2;2;2;2;4;
PR;4126801;Tapejara;5;2;2;2;2;
PR;4126900;Tapira;3;2;2;3;2;
PR;4127007;Teixeira Soares;2;3;3;2;3;
PR;4127106;Telêmaco Borba;2;5;5;5;6;
PR;4127205;Terra Boa;3;2;2;1;2;
PR;4127304;Terra Rica;4;2;2;3;5;
PR;4127403;Terra Roxa;2;3;2;2;5;
PR;4127502;Tibagi;3;3;2;3;3;
PR;4127601;Tijucas do Sul;2;2;4;3;2;
PR;4127700;Toledo;4;3;2;5;7;
PR;4127809;Tomazina;2;2;3;2;1;
PR;4127858;Três Barras do Paraná;2;1;3;3;4;
PR;4127882;Tunas do Paraná;2;3;2;2;2;
PR;4127908;Tuneiras do Oeste;2;2;4;2;2;
PR;4127957;Tupãssi;2;1;1;2;2;
PR;4127965;Turvo;4;3;4;2;2;
PR;4128005;Ubiratã;3;2;2;;2;
PR;4128104;Umuarama;4;3;4;5;4;
PR;4128203;União da Vitória;4;4;;2;5;
PR;4128302;Uniflor;2;2;4;3;2;
PR;4128401;Uraí;4;3;2;2;2;
PR;4128500;Wenceslau Braz;3;3;3;4;4;
PR;4128534;Ventania;2;2;4;3;;
PR;4128559;Vera Cruz do Oeste;2;2;2;3;3;
PR;4128609;Verê;3;2;2;2;2;
PR;4128625;Vila Alta;2;;;;;
PR;4128633;Doutor Ulysses;2;2;3;2;2;
PR;4128658;Virmond;2;2;2;3;3;
PR;4128708;Vitorino;2;1;3;2;4;
PR;4128807;Xambrê;4;2;;2;2;
PR;4199919;Assunguy de Cima;;;;;;
PR;4199929;Conchas;;;;;;
PR;4199939;Palmira;;;;;;
PR;4199949;Porto de Cima;;;;;;
RJ;3300100;Angra dos Reis;3;2;2;7;9;
RJ;3300159;Aperibé;2;1;2;2;3;
RJ;3300209;Araruama;4;3;3;5;6;
RJ;3300225;Areal;3;2;3;;3;
RJ;3300233;Armação dos Búzios;3;6;;;11;
RJ;3300258;Arraial do Cabo;4;3;4;;5;
RJ;3300308;Barra do Piraí;;3;5;4;6;
RJ;3300407;Barra Mansa;7;5;3;6;10;
RJ;3300456;Belford Roxo;6;3;5;;5;
RJ;3300506;Bom Jardim;4;2;4;3;5;
RJ;3300605;Bom Jesus do Itabapoana;3;;5;4;8;
RJ;3300704;Cabo Frio;4;5;3;6;10;
RJ;3300803;Cachoeiras de Macacu;;2;3;;7;
RJ;3300902;Cambuci;;3;;3;7;
RJ;3300936;Carapebus;3;2;3;6;8;
RJ;3300951;Comendador Levy Gasparian;3;4;2;2;5;
RJ;3301009;Campos dos Goytacazes;4;5;;6;10;
RJ;3301108;Cantagalo;3;1;3;2;2;
RJ;3301157;Cardoso Moreira;4;3;;3;4;
RJ;3301207;Carmo;3;3;4;3;4;
RJ;3301306;Casimiro de Abreu;4;2;5;;5;
RJ;3301405;Conceição de Macabu;3;3;;;5;
RJ;3301504;Cordeiro;;2;3;3;5;
RJ;3301603;Duas Barras;3;2;2;2;2;
RJ;3301702;Duque de Caxias;7;3;9;8;9;
RJ;3301801;Engenheiro Paulo de Frontin;3;2;3;;4;
RJ;3301850;Guapimirim;3;3;5;;5;
RJ;3301876;Iguaba Grande;4;4;4;;3;
RJ;3301900;Itaboraí;3;5;5;5;5;
RJ;3302007;Itaguaí;6;2;6;8;13;
RJ;3302056;Italva;3;4;3;4;5;
RJ;3302106;Itaocara;3;3;5;;4;
RJ;3302205;Itaperuna;4;3;4;4;9;
RJ;3302254;Itatiaia;6;3;5;5;4;
RJ;3302270;Japeri;2;4;6;;5;
RJ;3302304;Laje do Muriaé;3;3;;4;3;
RJ;3302403;Macaé;;5;;;10;
RJ;3302452;Macuco;2;1;2;;1;
RJ;3302502;Magé;;5;;5;6;
RJ;3302601;Mangaratiba;4;4;;6;6;
RJ;3302700;Maricá;7;4;6;4;4;
RJ;3302809;Mendes;4;2;;7;4;
RJ;3302858;Mesquita;3;4;7;3;5;
RJ;3302908;Miguel Pereira;7;4;4;;4;
RJ;3303005;Miracema;2;5;3;3;3;
RJ;3303104;Natividade;3;2;4;3;3;
RJ;3303203;Nilópolis;5;4;3;4;5;
RJ;3303302;Niterói;6;5;6;4;8;
RJ;3303401;Nova Friburgo;6;5;7;6;16;
RJ;3303500;Nova Iguaçu;5;5;9;7;10;
RJ;3303609;Paracambi;3;4;3;4;7;
RJ;3303708;Paraíba do Sul;2;3;3;;7;
RJ;3303807;Parati;3;4;;;;
RJ;3303856;Paty do Alferes;2;5;;5;4;
RJ;3303906;Petrópolis;6;5;5;5;12;
RJ;3303955;Pinheiral;3;4;5;3;5;
RJ;3304003;Piraí;2;3;2;2;2;
RJ;3304102;Porciúncula;2;2;4;2;4;
RJ;3304110;Porto Real;2;1;4;3;4;
RJ;3304128;Quatis;3;4;3;2;4;
RJ;3304144;Queimados;4;4;;4;10;
RJ;3304151;Quissamã;2;2;2;4;5;
RJ;3304201;Resende;5;4;4;4;7;
RJ;3304300;Rio Bonito;3;3;3;5;7;
RJ;3304409;Rio Claro;3;2;4;3;3;
RJ;3304508;Rio das Flores;2;3;2;2;5;
RJ;3304524;Rio das Ostras;4;2;5;;7;
RJ;3304557;Rio de Janeiro;10;12;8;11;13;
RJ;3304607;Santa Maria Madalena;2;2;3;5;2;
RJ;3304706;Santo Antônio de Pádua;2;2;3;;4;
RJ;3304755;São Francisco de Itabapoana;3;2;;3;3;
RJ;3304805;São Fidélis;4;3;2;5;7;
RJ;3304904;São Gonçalo;6;5;7;9;9;
RJ;3305000;São João da Barra;3;3;4;2;6;
RJ;3305109;São João de Meriti;5;3;4;5;8;
RJ;3305133;São José de Ubá;2;3;2;2;2;
RJ;3305158;São José do Vale do Rio Preto;3;3;3;4;2;
RJ;3305208;São Pedro da Aldeia;3;3;3;5;9;
RJ;3305307;São Sebastião do Alto;2;1;4;;2;
RJ;3305406;Sapucaia;4;3;3;3;3;
RJ;3305505;Saquarema;3;3;3;3;6;
RJ;3305554;Seropédica;;3;4;;5;
RJ;3305604;Silva Jardim;;6;;;3;
RJ;3305703;Sumidouro;3;2;;2;3;
RJ;3305752;Tanguá;7;1;;3;5;
RJ;3305802;Teresópolis;6;3;;8;7;
RJ;3305901;Trajano de Morais;4;3;2;5;4;
RJ;3306008;Três Rios;3;3;3;5;7;
RJ;3306107;Valença;5;4;7;6;4;
RJ;3306156;Varre-Sai;3;3;3;2;3;
RJ;3306206;Vassouras;;2;5;5;3;
RJ;3306305;Volta Redonda;4;5;5;7;13;
RJ;3399919;Sâo João Marcos;;;;;;
RJ;3399929;São Sebastião do Parahyba;;;;;;
RN;2400109;Acari;2;2;2;2;2;
RN;2400208;Açu;5;2;2;2;3;
RN;2400307;Afonso Bezerra;3;2;3;2;2;
RN;2400406;Água Nova;2;2;2;2;3;
RN;2400505;Alexandria;2;2;4;2;2;
RN;2400604;Almino Afonso;2;3;4;4;3;
RN;2400703;Alto do Rodrigues;2;3;2;3;4;
RN;2400802;Angicos;3;3;;;3;
RN;2400901;Antônio Martins;2;1;3;2;3;
RN;2401008;Apodi;3;2;;4;3;
RN;2401107;Areia Branca;2;3;2;4;3;
RN;2401206;Arês;3;2;3;;3;
RN;2401305;Augusto Severo;;;;;;
RN;2401404;Baía Formosa;6;3;4;3;3;
RN;2401453;Baraúna;;3;3;3;3;
RN;2401503;Barcelona;3;3;;2;2;
RN;2401602;Bento Fernandes;2;3;;2;5;
RN;2401651;Bodó;2;2;2;2;2;
RN;2401701;Bom Jesus;;3;2;2;2;
RN;2401800;Brejinho;3;2;2;3;2;
RN;2401859;Caiçara do Norte;2;2;3;2;3;
RN;2401909;Caiçara do Rio do Vento;2;3;;2;3;
RN;2402006;Caicó;3;3;4;5;6;
RN;2402105;Campo Redondo;3;2;;2;3;
RN;2402204;Canguaretama;2;3;5;4;6;
RN;2402303;Caraúbas;;2;2;3;4;
RN;2402402;Carnaúba dos Dantas;2;3;2;2;2;
RN;2402501;Carnaubais;2;4;2;4;4;
RN;2402600;Ceará-Mirim;4;3;6;4;6;
RN;2402709;Cerro Corá;2;3;2;2;3;
RN;2402808;Coronel Ezequiel;3;2;2;2;3;
RN;2402907;Coronel João Pessoa;3;2;1;2;3;
RN;2403004;Cruzeta;2;2;2;2;1;
RN;2403103;Currais Novos;3;2;2;5;4;
RN;2403202;Doutor Severiano;2;2;2;2;2;
RN;2403251;Parnamirim;4;4;4;4;5;
RN;2403301;Encanto;2;2;2;;2;
RN;2403400;Equador;2;2;2;2;2;
RN;2403509;Espírito Santo;;3;3;3;2;
RN;2403608;Extremoz;;4;5;4;7;
RN;2403707;Felipe Guerra;2;2;4;2;2;
RN;2403756;Fernando Pedroza;2;2;3;3;2;
RN;2403806;Florânia;;2;3;2;3;
RN;2403905;Francisco Dantas;3;2;3;2;2;
RN;2404002;Frutuoso Gomes;2;2;3;2;1;
RN;2404101;Galinhos;3;2;3;3;2;
RN;2404200;Goianinha;2;2;2;2;4;
RN;2404309;Governador Dix-Sept Rosado;3;3;2;2;4;
RN;2404408;Grossos;2;4;3;4;3;
RN;2404507;Guamaré;2;4;;;3;
RN;2404606;Ielmo Marinho;2;2;3;3;5;
RN;2404705;Ipanguaçu;2;2;2;3;4;
RN;2404804;Ipueira;3;2;2;4;1;
RN;2404853;Itajá;2;2;2;2;3;
RN;2404903;Itaú;2;2;2;2;3;
RN;2405009;Jaçanã;3;2;2;3;4;
RN;2405108;Jandaíra;3;2;2;;2;
RN;2405207;Janduís;2;3;2;3;2;
RN;2405306;Januário Cicco;;;;;2;
RN;2405405;Japi;3;2;;2;3;
RN;2405504;Jardim de Angicos;2;2;2;3;2;
RN;2405603;Jardim de Piranhas;3;3;3;2;3;
RN;2405702;Jardim do Seridó;3;3;3;3;2;
RN;2405801;João Câmara;2;4;4;4;3;
RN;2405900;João Dias;1;2;1;3;2;
RN;2406007;José da Penha;2;1;2;2;2;
RN;2406106;Jucurutu;2;2;2;2;4;
RN;2406155;Jundiá;2;2;3;2;2;
RN;2406205;Lagoa d'Anta;2;3;2;2;2;
RN;2406304;Lagoa de Pedras;2;3;;2;4;
RN;2406403;Lagoa de Velhos;4;3;2;3;2;
RN;2406502;Lagoa Nova;2;2;2;2;3;
RN;2406601;Lagoa Salgada;2;2;4;4;2;
RN;2406700;Lajes;3;2;3;4;3;
RN;2406809;Lajes Pintadas;2;3;2;3;3;
RN;2406908;Lucrécia;2;2;2;1;2;
RN;2407005;Luís Gomes;2;1;5;2;3;
RN;2407104;Macaíba;3;2;3;3;6;
RN;2407203;Macau;3;3;5;;8;
RN;2407252;Major Sales;1;1;2;2;2;
RN;2407302;Marcelino Vieira;2;2;2;2;2;
RN;2407401;Martins;2;2;2;2;1;
RN;2407500;Maxaranguape;4;2;4;;2;
RN;2407609;Messias Targino;2;2;2;2;2;
RN;2407708;Montanhas;3;2;5;3;3;
RN;2407807;Monte Alegre;2;4;3;2;3;
RN;2407906;Monte das Gameleiras;3;2;3;2;2;
RN;2408003;Mossoró;4;4;;;6;
RN;2408102;Natal;7;8;6;7;13;
RN;2408201;Nísia Floresta;2;2;2;4;5;
RN;2408300;Nova Cruz;2;2;2;3;3;
RN;2408409;Olho-d'Água do Borges;2;2;2;2;2;
RN;2408508;Ouro Branco;2;2;2;2;3;
RN;2408607;Paraná;1;2;3;2;2;
RN;2408706;Paraú;5;2;4;3;2;
RN;2408805;Parazinho;2;3;2;;3;
RN;2408904;Parelhas;3;3;4;2;3;
RN;2408953;Rio do Fogo;4;2;2;3;5;
RN;2409100;Passa e Fica;2;2;2;2;3;
RN;2409209;Passagem;2;2;5;3;2;
RN;2409308;Patu;2;3;2;2;2;
RN;2409332;Santa Maria;;2;4;3;3;
RN;2409407;Pau dos Ferros;3;2;2;3;3;
RN;2409506;Pedra Grande;2;3;4;3;2;
RN;2409605;Pedra Preta;2;3;2;2;2;
RN;2409704;Pedro Avelino;2;3;3;2;2;
RN;2409803;Pedro Velho;3;3;4;2;4;
RN;2409902;Pendências;4;2;2;5;5;
RN;2410009;Pilões;2;2;3;2;2;
RN;2410108;Poço Branco;4;2;4;2;2;
RN;2410207;Portalegre;2;1;2;3;2;
RN;2410256;Porto do Mangue;2;3;4;3;2;
RN;2410306;Presidente Juscelino;2;2;3;2;3;
RN;2410405;Pureza;3;3;2;4;3;
RN;2410504;Rafael Fernandes;2;3;;3;2;
RN;2410603;Rafael Godeiro;2;2;2;2;2;
RN;2410702;Riacho da Cruz;2;2;2;2;2;
RN;2410801;Riacho de Santana;2;2;2;2;3;
RN;2410900;Riachuelo;3;2;3;2;3;
RN;2411007;Rodolfo Fernandes;2;2;3;3;3;
RN;2411056;Tibau;2;2;4;2;2;
RN;2411106;Ruy Barbosa;2;2;2;2;3;
RN;2411205;Santa Cruz;2;2;5;2;4;
RN;2411403;Santana do Matos;2;2;2;3;3;
RN;2411429;Santana do Seridó;2;2;3;2;2;
RN;2411502;Santo Antônio;2;2;;2;3;
RN;2411601;São Bento do Norte;2;2;3;3;2;
RN;2411700;São Bento do Trairí;2;2;3;2;2;
RN;2411809;São Fernando;2;2;3;2;2;
RN;2411908;São Francisco do Oeste;2;2;2;2;2;
RN;2412005;São Gonçalo do Amarante;4;3;;4;3;
RN;2412104;São João do Sabugi;2;2;3;2;2;
RN;2412203;São José de Mipibu;3;2;4;3;4;
RN;2412302;São José do Campestre;3;4;2;2;3;
RN;2412401;São José do Seridó;2;2;2;;2;
RN;2412500;São Miguel;4;2;2;3;4;
RN;2412559;São Miguel de Touros;4;2;3;2;4;
RN;2412609;São Paulo do Potengi;2;2;3;3;2;
RN;2412708;São Pedro;2;2;2;3;2;
RN;2412807;São Rafael;3;3;2;3;3;
RN;2412906;São Tomé;5;2;2;2;2;
RN;2413003;São Vicente;2;2;2;2;3;
RN;2413102;Senador Elói de Souza;3;3;4;2;3;
RN;2413201;Senador Georgino Avelino;2;2;2;2;3;
